ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1620990721036783616,2023-02-02_12:41:19,@tkon59182000 おはようございマシュマロ焼き🤤📶,1,0,778036895099949056,noesie0120,あずき,μ's→にこちゃん Aqours→ルビィちゃん 虹ヶ咲→璃奈ちゃん Liella!→ちぃちゃん 推しの女子ライバーです🎀エンカやイベントなどで、沢山の方と繋がれたらと思っています🫣💓猫も大好きです🐈🐾出会い目的の方は拒否します👻フォローなどお気軽にどうぞ🤟✨,1502,1784,2016-09-20_10:03:46,False,http://pbs.twimg.com/profile_images/1032738916795801600/ckuL77eZ_normal.jpg,,
1620990685276160001,2023-02-02_12:41:10,"RT @MH_Rise_JP: 狩猟の導き書サブレの担当です。

メル・ゼナの尻尾は三又の槍のごとくとても危険！だけど焼きマシュマロとかするのには便利そう。

#モンハンライズ https://t.co/d10dh0LcsV",0,1806,2814499926,akriamejuno,ゆの【ヴェルデ】,ヴェルデ(ユノ)です多分。フォロー非推奨・ミュート推奨です。のんびりFF14やったり絵を描いています。お別れはブロックで。 アイコンは七式さんから@7shiki_524,259,264,2014-09-17_17:44:16,False,http://pbs.twimg.com/profile_images/1512619131870531588/FuCOhJjw_normal.jpg,http://abs.twimg.com/images/themes/theme16/bg.gif,https://t.co/yA4r0CPJvo
1620990549552685057,2023-02-02_12:40:38,"マシュマロありがとうございます。
分かります...自担も世間的に見れば結婚して子供がいてもおかしくない年齢ですし、ドル誌で甥っ子姪っ子可愛がってるエピ見る度につらくなります。ちな自担の結婚は絶ｯｯｯｯｯ対無理です。キレ散らかして病み散らかして自担のグッズでキャンプファイヤーします https://t.co/WFKScGN4Z1",16,0,724476625610403840,miso_mojo,くそみそ,ジャニーズにしがみつく喪女ヲタク,73,1210,2016-04-25_14:54:22,False,http://pbs.twimg.com/profile_images/1104754621736673281/2_XDbxL1_normal.jpg,,https://t.co/ekm1jPgKmK
1620990454291640322,2023-02-02_12:40:15,"リクエストマシュマロ届いてます！
お待ちあれ〜",1,0,1039161424436588544,hiko_dream,彦,25↑の夢書き。ぶっちゃけアラサー。無言フォロー・RTごめんなさい。長い事審神者をやっていたのでこのアイコンですが、今はワンピが熱い。,221,43,2018-09-10_23:39:25,False,http://pbs.twimg.com/profile_images/1039695024282165248/_cERytta_normal.jpg,,https://t.co/9wfa5wW0we
1620990413493485568,2023-02-02_12:40:05,"RT @yuna__wan: 昨日マシュマロできてたデコうちわの名前の部分の作り方です🌟

もっと簡単に出来るアプリがあるかもしれないですが私はこのやり方で文字の縁を2つにしています🎶ibisPaint Xがあれば基本的に何でも出来るのでおすすめです💓 https://t.co…",0,120,1364059222569226242,_k0716_,さにゃん❤︎,,277,1,2021-02-23_12:48:21,False,http://pbs.twimg.com/profile_images/1618949131984322560/84wgy76P_normal.jpg,,
1620990393834782721,2023-02-02_12:40:01,"やっと300人記念の枠を立てました！！！！！！🥳🎉🎊

✨‼️2月5日19時から‼️✨

300にあやかって300分雑談します😊
話題が尽きるのが目に見えているので…

🙏🙏\\\マシュマロを超募集中///🙏🙏
https://t.co/MmjIrVSkUS

来た質問は(だいたい)全部答えます💪
当日も祝いに来てくださいな！！ https://t.co/u5YSo44ocP",3,2,1345245774418903040,santouka_totoka,三橙華トトカ＠Vtuber,"三橙華（さんとうか）トトカです！男を磨くため日々特訓中！
最近は麻雀とかR6Sとかスプラとかしてる！
【イラスト】ココノト様
【タグ】#となりのトトカ
【マシュマロ】https://t.co/efetx08ADi
【切り抜きまとめ】https://t.co/HQLvt1p5kY…",378,380,2021-01-02_14:49:31,False,http://pbs.twimg.com/profile_images/1591790004237438982/dHST6a4K_normal.jpg,,https://t.co/vaWaB43bbb
1620990318543003649,2023-02-02_12:39:43,"RT @u1nmQ9zpHT7MPeK: Bellas Cupcakes🧁カップケーキ専門店(@BellasCupcakes)様より
【うさぎちゃんカップケーキセット】を頂きました🐰❤️

見た目が可愛いすぎる🥺💕
うさぎさんの耳はマシュマロ🐰
クリームは色によって味が違う✨…",0,237,224904330,sagashi56,さがしゴロー,"懸賞に応募するのが好きです。懸賞垢です。
当選ツイートは「当選して sagashi56」で検索してくださいませ。
当選したものはインスタ(sagashigoro)にも投稿してます。
インスタに当選品を投稿してるのでInstagramみてね。
https://t.co/YGk2KiDSYc
#懸賞垢さんと繋がりたい",2933,2258,2010-12-10_13:45:16,False,http://pbs.twimg.com/profile_images/1495653506472050689/1RiSImwt_normal.png,http://abs.twimg.com/images/themes/theme16/bg.gif,https://t.co/KRCs6ctdSs
1620990241267134471,2023-02-02_12:39:24,"RT @daitoppie: \待ちに待ったこの季節🍫♡/
バレンタイン #キャンペーン 

🐧オリジナル！チョコマシュマロ6個
☕食物繊維たっぷり！きよまろ茶30包入り
セットで10名様に🎁

応募： @daitoppie をフォロー＆このツイートをRT
〆：2023年2月7…",0,2022,1025036727549710341,nekoka_selfhelp,猫解散,長らく社会的にいないことになってた人のライフログ。安いコスメとジャンクな食。猫飼い。微ヲタ。趣味の話とたまに愚痴。夏は嫌いです。夜みる夢が好きです。,198,27,2018-08-03_00:12:54,False,http://pbs.twimg.com/profile_images/1025038475240734722/PG3BV68G_normal.jpg,,
1620989970990379008,2023-02-02_12:38:20,RT @yosuo_0408: マシュマロにリクエスト頂いた『バスケしてる赤組』です〜🏀🏀 https://t.co/IxEugaBf3E,0,299,1570798209769046016,s9C6rDgNT6bO6sz,えあり。,TikTokからきたえありと申しますTwitter初心者なのでお手柔らかにお願いします！こちらではTikTokで上げらなかったものとか適当に投稿します。あと、フォローしてる人大体声優さんです。フェアリー普通に好きですwたまに愚痴ります🙇‍♀️,285,19,2022-09-17_00:34:22,False,http://pbs.twimg.com/profile_images/1570800782009856007/rmPYinRF_normal.jpg,,
1620989924974669825,2023-02-02_12:38:09,俺には勇気がないのでハスミを描くことは出来ません、すまないマシュマロ......,0,0,1293770570648023041,IshidaRemnant,レムナント石田,レムナント石田さんです ログアウト中です 帰ってきたら固ツイのタグやります @fami_miminmin,66,1610,2020-08-13_13:45:22,False,http://pbs.twimg.com/profile_images/1609454717855469571/NqVwN4i3_normal.jpg,,https://t.co/IExkpcG1Zh
1620989899875958785,2023-02-02_12:38:03,"RT @daitoppie: \待ちに待ったこの季節🍫♡/
バレンタイン #キャンペーン 

🐧オリジナル！チョコマシュマロ6個
☕食物繊維たっぷり！きよまろ茶30包入り
セットで10名様に🎁

応募： @daitoppie をフォロー＆このツイートをRT
〆：2023年2月7…",0,2022,2219708688,sakura18_14106,♛︎姫宮咲彩♛︎2013.11,#隙間時間 #ポチ活 #懸賞 #基本自動ツイート #当選報告  #感謝  #楽しみ ♥️😍🙏,3231,287,2013-11-28_22:22:46,False,http://pbs.twimg.com/profile_images/1276171159931772928/bKBi0j6I_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/XiqdcDkqO4
1620989883002294273,2023-02-02_12:37:59,クラゲちゃんマシュマロ食べたいな,2,0,1102543173765591041,nidohegu417,ニドヘグ🛁(さんまパン🦈),"LobotomyCorporationとLibrary of ruinaプレイ中。20↑
絵は少ない。自職員大好き！
妄想垂れ流しなので自衛してください🙏
最近はバンカラにいる。",52,59,2019-03-04_21:15:51,False,http://pbs.twimg.com/profile_images/1618117479846539264/Gq_91bFZ_normal.png,,
1620989801754202112,2023-02-02_12:37:39,"ちなみにぼくは応援メッセージ喜びます！
Twitterじゃなくてもマシュマロでも嬉しい✨",0,0,1478313755398537218,ChronoShadow0,黒野*シャド🍀💤,"今日も個性を探して…影の世界より現れた日影系VTuber黒野*シャド🍀💤
ゲーム配信メイン(だいたい雑談になってるけど…)
💤総合 #黒野シャド 配信タグ #陰ライブ FA #くろのーと FN #くろ子
ママ(@Hyoukamikawa)",362,320,2022-01-04_19:34:22,False,http://pbs.twimg.com/profile_images/1618625499932295175/kAiZ6lDE_normal.jpg,,https://t.co/eG8W5HXf5s
1620989781516910593,2023-02-02_12:37:35,マシュマロうれし〜〜〜〜のでジャンジャカ入れといてください♡ 特に観測者、アタシに追撃するなら今だよ,2,0,1464554287237779456,Jinto_Genkiso_,㉝(ﾐｻ),圧倒的ホスピタリティ御曹司CITY BOY,66,71,2021-11-27_20:20:38,False,http://pbs.twimg.com/profile_images/1534181894895460352/MIUu6puQ_normal.jpg,,https://t.co/PrNenKyJRg
1620989775728771072,2023-02-02_12:37:33,話題沸騰！マシュマロ女子『後藤聖菜』 https://t.co/9aLskVtang,0,0,2201127494,shihominpminp,shiho,スガシカオ/WHITE ASH/CASCADE/あら恋/ELLEGARDEN,545,318,2013-11-18_20:14:30,False,http://pbs.twimg.com/profile_images/378800000756632649/e6fc5d40b238288e8e736eb80f396e16_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620989751804452864,2023-02-02_12:37:28,twitterから解脱してマシュマロbotになってしまった方のアカウントの得も言われぬ儚さ,1,0,712640334967087109,fukazabuzabu,佐久フカ,"まどマギとかマギレコとか東方とか。
マギレコが楽しくて夜しか眠れません。
最近は安達としまむらにもお熱。
最近裏垢ができました(@saku_noura)

たまになんか書く↓",423,186,2016-03-23_23:01:10,False,http://pbs.twimg.com/profile_images/1504655388553138183/C1JF6ykf_normal.png,,https://t.co/M8dFOA31FC
1620989731814395904,2023-02-02_12:37:23,"RT @daitoppie: \待ちに待ったこの季節🍫♡/
バレンタイン #キャンペーン 

🐧オリジナル！チョコマシュマロ6個
☕食物繊維たっぷり！きよまろ茶30包入り
セットで10名様に🎁

応募： @daitoppie をフォロー＆このツイートをRT
〆：2023年2月7…",0,2022,1584156259938287616,K21896231,K,20代 / コスメ / スキンケア / 料理 / 旅行 /グルメ /ファッション 懸賞垢さんと繋がりたい🤝 フォロー大歓迎です🥰当選した際は心を込めて魅力が伝わるようなレビューします(*･ω･)ﾉ 当選報告、PRはメディア欄をご覧ください🌟Instagram、LIPS、@コスメでもレビューします💕,3722,650,2022-10-23_21:14:27,False,http://pbs.twimg.com/profile_images/1614227384341004289/uQ_x4rkr_normal.jpg,,https://t.co/Gbe9bVwCtr
1620989719361519619,2023-02-02_12:37:20,"RT @Reman_Kamuy: マシュマロで教えてもらったんですけど、私が宇佐美と有坂と同じなの草
https://t.co/fFk8I1kb9T",0,72,1232645133469806592,snow_ffyou,遊▶次は3月イベ,㋡㋑㋩㋑┊成人済オタク┊✨𝒫ℴ𝓌ℯ𝓇 𝒫ℴ𝒾𝓃𝓉 ℱ𝒶𝒾𝓇𝓎🧚‍♀️💫┊2018年4月～金カムに狂いっぱなし┊All CP美味😋💕尾推し・生むのは杉尾杉が多┊諸々ネタバレあり┊未成年はフォロー❌┊壁打ちで色んな話する雑多日常垢。🛒https://t.co/69397red6g,377,157,2020-02-26_21:34:44,False,http://pbs.twimg.com/profile_images/1585640527512227841/Oj6Se15z_normal.jpg,,https://t.co/QaOZ7Fett7
1620989674050437120,2023-02-02_12:37:09,"マシュマロってうまいよなー
#普通の感想",0,0,2175992384,MarshlMarshlbot,マシュマロbot,"マシュマロです。
どうぞよろしく♡",413,426,2013-11-05_21:33:46,False,http://pbs.twimg.com/profile_images/378800000698028557/af04c1bf827d28c91ee307771b83c20b_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620989613111402504,2023-02-02_12:36:54,"@7Otowa_ka かなちゃんこんこんにゃ！
ホットチョコレート大好きにゃ！
のわはマシュマロ浮かべて飲むのがお気に入りにゃ！
今日もかなちゃんにとって良い一日になると良いにゃ！ฅ( ˙꒳​˙ ฅ)",1,0,1612313587372142594,SaotoneNowa,早乙猫のわ@Live With研修生,2023年ねこ月のわ日 フォロー200人でデビュー決定🐾 Live With研修生 早乙猫 のわ(さおとね のわ)にゃ🐈‍⬛ 『何でもやります！早乙猫商会の猫主人🐾』のわ宛 (･ω･｀*)ﾈｪﾈｪﾉﾜ→#あのねのわー,90,96,2023-01-09_14:02:00,False,http://pbs.twimg.com/profile_images/1614241934234767364/M05hXOlW_normal.jpg,,https://t.co/lfksJJVSba
1620989531607515136,2023-02-02_12:36:35,"RT @yagizanomei: アルゲディから地球へ💫
はろー！やぎ座のめいだよ！

配信タグ&gt;&gt;#やぎ座らいぶ 
FAタグ&gt;&gt;#やぎ座のめい画 
総合タグ&gt;&gt;#花糸宮芽依 
ファンマーク&gt;&gt;🐐🌟
YouTube&gt;&gt;https://t.co/O5BrfTmEfB  
グッズ&gt;…",0,7,1182083385310756864,Andre_vdantas,Andre,,819,86,2019-10-10_09:00:39,False,http://pbs.twimg.com/profile_images/1194432611474661377/YUzgT_Tq_normal.jpg,,
1620989474116354048,2023-02-02_12:36:21,"RT @katakata_01: なぎれお/ngro
無自覚SのngとMなのを認めたくないroマシュマロに頂いたお題ですありがとうございました🙏💕
※濁点♡喘ぎ
※18歳未満の閲覧禁止 
https://t.co/4Xp6eqGdM9 https://t.co/GUYb6XQd…",0,191,1486045262133235714,Ssom_SSON,쟙,"1차, 2차/20⬆️/그림독학/암것도안함

남정네들끼리 지지고볶고하는 것을 좋아합니다.
접률 낮아요.",785,1,2022-01-26_03:36:24,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1620989467887820800,2023-02-02_12:36:20,"いきなりのマシュマロ返信✨
みんなたくさんありがとう💗嬉しい",4,0,1569576420111978498,neanea0606,雨見ねあ☔🎤@1/5歌ってみた初投稿,LinkLover所属(@LinkLover_pj)☂オタクになっちゃった精霊系VTuber☂ ママ(@susi_729)💗パパ（@wl_work_shop_jp) ☂マシュマロ▶https://t.co/It9h6QpjaG sub(@subnea66) icon（@Mitsum_e ）,43,333,2022-09-13_15:40:08,False,http://pbs.twimg.com/profile_images/1610983944010493954/7fo0QB9s_normal.jpg,,https://t.co/CPIMVYQmuJ
1620989466444976134,2023-02-02_12:36:19,あまりに良すぎたからマシュマロなりwaveなりで感想送りて〜〜〜！と思ったけどどっちも登録されてない方だった…,0,0,1617531046073110528,U2eam,B地区,"二次創作中の妄言とか色々吐き出す垢。
ぼっち壁打ち成人済み。BL・GL・NL全部すき。",0,0,2023-01-23_23:34:06,False,http://pbs.twimg.com/profile_images/1617531243415105537/3clFdeo6_normal.jpg,,
1620989423201701888,2023-02-02_12:36:09,"マシュマロありがとうございます！
確認してお返事しますね😣💦⤵️
少々お待ちください！
#マシュマロを投げ合おう
https://t.co/UErrarLmel",1,0,969499024561590272,mio_rkp,杉崎澪,"役者＆レンタル彼女。あなたらしくいられる場所、私らしくいられる場所。
心地よい空間を作っていきたい(*´ω｀*)

DMやﾏｼｭﾏﾛ大歓迎⭐️
💌悩み相談/日程確認/質問はｺﾁﾗへ⇒https://t.co/2qMGWkKuXD",604,905,2018-03-02_18:05:54,False,http://pbs.twimg.com/profile_images/1620576098752004096/3ks5912d_normal.jpg,,https://t.co/p3Hdd7uhpF
1620989419531673600,2023-02-02_12:36:08,@maisakanearu おはねある〜、マシュマロに名前を書いて投稿というのも風情があるかな🤔,1,0,2832853423,Husky00CA,ハスキー🦋🛡🌝🌗👑,"エレスト、リリース初期からやってるまったり勢で、初心者さんの支援も日課。雀魂で麻雀も打ってます。雀歴は約30年、友人戦メインで段位戦はほとんどやってません。ウマ娘もやってます🐎　
アイコン、ヘッダーはガロさん作",589,615,2014-09-26_19:44:34,False,http://pbs.twimg.com/profile_images/1246837302061490177/w3gcrEcP_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620989377479598080,2023-02-02_12:35:58,"RT @yua98_2525: 描いて動かして歌って遊ぶ、
""セルフ受肉型関西人Vクリエイター""の
『シラツユ アヤ』です！🎨🎤🎮 

YouTube⇀https://t.co/H35V7Q3pNl

Skeb⇀https://t.co/7a0VH1ablI

マシュマロ⇀ht…",0,32,1028999336229662721,black_caos_go,虚空乃かおす【⚥🏴‍☠️🧟】,⛵幽霊海賊船ブラックカオス号🏴‍☠️ /グループ名『CAOS』/8933歳/(@black_caos_go_2)/(@AGRisaCAshfield)/ https://t.co/S6zP7c8EZb / https://t.co/DQUSRuWcjW,4397,3414,2018-08-13_22:38:54,False,http://pbs.twimg.com/profile_images/1549745097620594688/ZrH07O9O_normal.jpg,,https://t.co/OV3288F7eU
1620989365890740225,2023-02-02_12:35:56,"RT @OMi_Fire: タイバニ白馬コラボ行って来ました〜🙌
バディパネルと一緒に📸
本日の戦果！！スノボ型アクリルキーホルダーダブるダブる😭💦
マシュマロ缶可愛い〜💕マシュマロ5個入ってた！
🦁🌹の白馬47が1番グッズが沢山ありました〜✨ https://t.co/2oE…",0,88,1379060702959206400,137_TB,137✨🐰🐯✨,T&B沼に生息中。兎虎🐰🐯バニキチだけどおじさんを幸せにしたい。とっくに成人済み。主に同題ffやバディ愛、愛しき仲間たち、腐ったことを呟きます。仲良くしていただけると嬉しいです！（現在TLが追えていない為フォロバ控えめです💦すみません🙇‍♀️）,128,169,2021-04-05_22:18:05,False,http://pbs.twimg.com/profile_images/1607401525407776768/Caxudjzu_normal.png,,https://t.co/z6ikEyN9D5
1620989343665127426,2023-02-02_12:35:50,ﾍﾟﾙﾚｲﾉに来てすぐ、「寒いな」って言って唐突に💚を抱き締めるにょヴィ様。不意打ちマシュマロおっPに💚は言葉にならない悲鳴を上げて喜んでる,1,0,1615722706909147139,YURIKA314442,なかむら ゆりか,pixivを拠点に生きる腐向け垢。てつけもの過去話の表立って言えない設定とか言うやつ 腐女子しかフォローしないし、腐女子以外フォローNGで❌,10,9,2023-01-18_23:50:03,False,http://pbs.twimg.com/profile_images/1620059047784493059/NZRkM0rL_normal.jpg,,
1620989243505127430,2023-02-02_12:35:26,"@raby3san おはようですよ
炙られたくないマシュマロさんです",1,0,726314782672850944,pikamarosan,マシュマロさん🛏ミ▫️,落書き大好き系マシュマロ,116,151,2016-04-30_16:38:33,False,http://pbs.twimg.com/profile_images/1612041490011934723/_EZ5XM8N_normal.jpg,,https://t.co/mE8yiEMo2I
1620989242121019393,2023-02-02_12:35:26,RT @1098marimo: そういやマシュマロに一時期キュアrockwellさんのネタが何通も来てたな。。,0,4,807975690,rockwell8536,rockwell,おじさんがお酒飲みながらプリキュア観てるところ見てて…。,587,3510,2012-09-07_10:54:00,False,http://pbs.twimg.com/profile_images/1594266279539449856/Nbz2yjdM_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620989216976142337,2023-02-02_12:35:20,"#USJファン
#USJフード
見た目がかわいいティムのクッキーサンド🐻チョコマシュマロとりんごキャラメルの2種類あったんで、今回はりんごキャラメルをいただきましたです🌟
ボリュームもなかなかあり甘くておいしかったです!USJを歩き回って疲れた時に食べたいデザートでした！！ https://t.co/1Vvs6N2hSz",10,2,866663751348404224,wmWBNhbOy2DjhCk,奥野良太,"絵を描くのが好きで、アナログですが
イラスト描いてます。食べるのも好きで、巡ったお店やお料理の事も呟いてます。最近はよくUSJに遊びに出かけてますです😀
よろしくお願いします。",1489,1064,2017-05-22_23:35:14,False,http://pbs.twimg.com/profile_images/1606238997432377344/CrrlK85a_normal.jpg,,
1620989180359901184,2023-02-02_12:35:11,@mizuki_0726_3 マシュマロ おは🎶リプありがとう😆,0,0,1486495571464851456,smile_nananana,るるる🐊,"03(02)line/ いくちゃん・かっきー推しの学生です!!   無言＆タメ🆗 自発も待ってます!😊
                              お気軽にフォローしてください✨𓊝",1067,1542,2022-01-27_09:25:51,False,http://pbs.twimg.com/profile_images/1606484504927145988/5_2RRrtG_normal.jpg,,
1620989154095153154,2023-02-02_12:35:05,"@Komori_Ikazuchi おはもり〜☀️
マシュマロ追加しとこー😆",0,0,2926016532,galvatos,寅次(とらつぐ),けもVと絵描きさん(主にnsfw)を見守るアカ けも設定もあるがなりたいものが多すぎてワロタ,855,52,2014-12-11_03:01:12,False,http://pbs.twimg.com/profile_images/542741479160963072/2Fgx_V-Z_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1620989124344946688,2023-02-02_12:34:58,"@miiii_kradak321 ありがとう🙏💕
食べ過ぎて苦しい😵
何十年ぶりでマシュマロ食べた😆",1,0,1357095339757473792,shimadaccha,島田🍵🍒,チェリまほから劇団落ち🍒別垢作ってみました。つぶやきは劇団関係多めかも？,189,97,2021-02-04_07:38:02,False,http://pbs.twimg.com/profile_images/1450021125870653442/KY4HQKPp_normal.jpg,,
1620989059480043520,2023-02-02_12:34:42,RT @ryo_R_404: マシュマロの舞 https://t.co/z4lZu89dpT,0,760,157559722,tarbo_x,池波🌊,"TB沼の兎虎固定。稀に騎空士。または審神者。飼鳥(セキセイ/文鳥/キンカチョウ)とカナヘビとレオパとご飯な呟き多し。未成年と同好の士ではない方、違法キャプを上げる方などのフォローはブロックor通報してしまいます。
エロと投資のアカウントは、全て通報し、ブロックしています。滅せよ。",1150,425,2010-06-20_14:11:20,False,http://pbs.twimg.com/profile_images/1245779846334017536/uyIWeLG2_normal.png,http://abs.twimg.com/images/themes/theme2/bg.gif,https://t.co/RR0U22aZua
1620989006505975812,2023-02-02_12:34:30,そういやマシュマロに一時期キュアrockwellさんのネタが何通も来てたな。。,7,4,2565727022,1098marimo,どうぐや🌇,この時期は夕焼け空をよく見ますね。年中あるのに。　　　何でもどうぞ→ https://t.co/mNc8XF2iOT,1035,5597,2014-06-14_03:31:38,False,http://pbs.twimg.com/profile_images/1583125757421064196/st-chy-n_normal.png,http://abs.twimg.com/images/themes/theme13/bg.gif,
1620989004052328448,2023-02-02_12:34:29,"RT @tenkyuzakuro: 本日のYouTubeショートはこちらぁ💁‍♀️
感謝を伝えたかったので😳
紹介しきれなかったけど沢山マシュマロありがと🥺🥺🥺

YouTubeショート↓
https://t.co/0izuSjw82S 

#新人Vtuber #Vtuber準…",0,23,1200899354673831936,kagakouhei_01,加賀浩平,"最近ハマったホロライブ関係でつぶやくことが多いかも
アニメや漫画、猫好きのオタクオヤジです
アイコンはどっかで拾った猫画像です
猫飼いてぇ・・・・
英語解らないのにホロライブENも見てるよ
最近はhttps://t.co/JDbqQCrHyNさんと大噛がるるさんがお気に入り
歌うまな個人勢やVariumも注目
無言フォローもーまんたいです♪",212,136,2019-12-01_07:08:48,False,http://pbs.twimg.com/profile_images/1228335758072639489/PkD8uQv7_normal.jpg,,
1620988926805827585,2023-02-02_12:34:11,"575じゃない川柳も紹介される。

RN マシュマロだいちゃん様　提供

#nack5　#funkyfriday",0,0,2947636729,funky_aruaru795,🔴🔴ファンフラあるある＿bot,FM NACK5毎週金曜9時～17時55分 生放送『非公認』 ファンフラあるあるbotです。 ファンフラあるある思いついたらお気軽にDM📩ください😄👍,984,560,2014-12-29_10:06:31,False,http://pbs.twimg.com/profile_images/810351707867594752/GXOB_Yi4_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620988896887832578,2023-02-02_12:34:04,"RT @tenkyuzakuro: 本日のYouTubeショートはこちらぁ💁‍♀️
感謝を伝えたかったので😳
紹介しきれなかったけど沢山マシュマロありがと🥺🥺🥺

YouTubeショート↓
https://t.co/0izuSjw82S 

#新人Vtuber #Vtuber準…",0,23,1046161829649473536,swallow622,スワロー622,VTuberの皆様を応援しています,1285,268,2018-09-30_07:16:31,False,http://pbs.twimg.com/profile_images/1529071940421713921/gf-8gpIh_normal.jpg,,
1620988833792946176,2023-02-02_12:33:49,マシュマロとても嬉しいから課金して字数制限解除したさあるな。喋らせてくれ。,0,0,1561171929037701120,AkamiSW,赤身🐟原稿中,※二次創作※ サイウィのオタク/だいたい❄🐿/まともな感想皆無,38,64,2022-08-21_11:03:31,False,http://pbs.twimg.com/profile_images/1562829325078249475/pnRHqOCl_normal.jpg,,https://t.co/Pwp3W8EWYn
1620988814075527168,2023-02-02_12:33:44,RT @nononazu_1108: 母乳は出ますか？みたいなのをもっと下品にしたようなマシュマロ何通か来てたけど、母乳が出るようになることによって今まで自分だけの物だった乳が自分や男のためのものじゃなく赤子の食糧になる感覚がありました。あと母乳関連ってデリケートでガチでそれ系…,0,4,1375756278509707264,ivvan30789397,ivvan,33/8,4980,102,2021-03-27_19:27:37,False,http://pbs.twimg.com/profile_images/1379248333743513602/sw85hag7_normal.jpg,,
1620988809335934976,2023-02-02_12:33:43,"おはもり〜☁
昨日はお楽しみでしたね
1時間でできるバカゲーあればやってみたいな〜

今日なんだけど、明日休みだからマシュマロ返信しようかな…🤔

#おはようVtuber",12,0,1508836195597717507,Komori_Ikazuchi,虎守イカズチ,"新人Vtuberの虎守イカズチ（20歳）です！

デザイン：かうべる牛頭夫様（@gozu_farm）
モデリング：dokoはっしー様（@hashi_doko）

マシュマロ：https://t.co/y6gkRO2LNU

イラスト： #虎守画
NSFW： #暴走虎守
切り抜き： #切りズチ

リスナーネーム：白虎の従者",128,820,2022-03-30_00:59:52,False,http://pbs.twimg.com/profile_images/1508836348559781891/NfboGBSk_normal.png,,https://t.co/tcxY3np3l8
1620988766931529728,2023-02-02_12:33:33,"RT @yoruno_mea: のんびり魔族な夜乃めあ です!
初配信に向けてのんびり準備していくよ〜＿(　_´ω`)_

🌃YouTube
https://t.co/EAG3SaIeR9
🌙マシュマロ
https://t.co/j1FCn0MlrS
🌃総合タグ
#よるのめあ…",0,71,1617449633260916736,M_O_B_A_M_F,B_A_M_F®,"Re-starting from the ground up ☺️
Maybe you know me, Maybe you don't 😁",38,30,2023-01-23_18:11:39,False,http://pbs.twimg.com/profile_images/1617455186372628480/Ax522wIb_normal.jpg,,
1620988756672274432,2023-02-02_12:33:30,"@RARKI_TL 
バレンタイン、デザートピザ出すか……マシュマロといちごとチョコかけたやつ",1,0,1538832556606787584,xj_war,クロワッ🥐,🥐/リアタイ用/20↑/返信ゆっくりめ/ファンフォローしますが、怪しいパンじゃないです。,100,93,2022-06-20_19:34:24,False,http://pbs.twimg.com/profile_images/1542833006620332033/39QKXOTz_normal.jpg,,
1620988681661333505,2023-02-02_12:33:12,"RT @arainekozz: 💚可愛く動いておはよう💚

\\ 🎉誕生日だああああ🎉 //
大人の女性の魅力が増えたぜ…💄

マシュマロモグモグ＆
来てくれた人を猫化する記念配信するよー！

🗓️2/2 22:00
https://t.co/GFrZrJFQT8

🧪マシュマ…",0,33,2860487426,MercuryLight99,ペンギン Sky 🐧🎧🪐⭐️✨,,4081,1231,2014-10-17_23:27:50,False,http://pbs.twimg.com/profile_images/1377808929229479938/88s1OEXi_normal.jpg,http://abs.twimg.com/images/themes/theme9/bg.gif,
1620988668772249600,2023-02-02_12:33:09,"RT @arainekozz: 💚誕生日イラスト公開💚

明日2月2日はアライネコの誕生日！
渾身の力で仕上がった記念イラストを見てください💚
ドレス素敵🥺本当にこういう大好き...

明日22時記念配信！マシュマロ募集中↓
https://t.co/HSIZbcBjrA

他…",0,80,2860487426,MercuryLight99,ペンギン Sky 🐧🎧🪐⭐️✨,,4081,1231,2014-10-17_23:27:50,False,http://pbs.twimg.com/profile_images/1377808929229479938/88s1OEXi_normal.jpg,http://abs.twimg.com/images/themes/theme9/bg.gif,
1620988634647392256,2023-02-02_12:33:01,(もしかしてグラタンさんにおくったマシュマロもう一個のも僕が送ってんのか？？(記憶がない顔)),1,0,793115296487702528,pokesenn758114,とろさん,⭐️📺/👐💖💙/⚔(写真無断使用厳禁使用する際はRTするかもしくは事前リプ),120,173,2016-11-01_00:39:56,False,http://pbs.twimg.com/profile_images/1610483878271291392/Nua149ps_normal.jpg,,https://t.co/ElfEeQF808
