ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1620991085727354882,2023-02-02_12:42:46,"RT @Jo22iosKRnwjtqL: 今日も１日お疲れ様です😌💓

水曜あたりになると疲れが溜まってきますよ(*´･ω･)

週末にめぐのスペシャルマッサージで癒されに来て下さい💓💓
たまにはご褒美で自分を甘やかしてあげましょう✨✨

#大阪メンズエステ #巨乳 #鼠径部マ…",0,13,1398297103911194626,rossi_yzf,hiro,訪問ありがとうございます😊あまりお店行けませんがRTで応援させて頂きます✨RT多めですみません😅,4204,3709,2021-05-29_00:18:44,False,http://pbs.twimg.com/profile_images/1609437372198039552/gvH1fcyQ_normal.jpg,,
1620991063518498816,2023-02-02_12:42:40,RT @niku_niku110: こんなマシュマロが来まして、わたしTwitterのシステムよーわからんのだけど、めめラウ　ポジティブワードでパブサすればサジェストクリーニングができるってわけですかね☺️フォロワさんたちパブサするときよろしくです☺️わたしもやります☺️ ht…,0,47,1229768989452095488,unikuradaisuki,さわこ,読書とCafeとお菓子作りが趣味。silentから目黒蓮くん好きになりました🖤Snow Manにもハマって箱推し⛄️めめラウ🖤🤍,35,25,2020-02-18_23:06:03,False,http://pbs.twimg.com/profile_images/1229770432082919424/i4Y_83vg_normal.jpg,,
1620991043180306432,2023-02-02_12:42:35,"RT @daitoppie: \待ちに待ったこの季節🍫♡/
バレンタイン #キャンペーン 

🐧オリジナル！チョコマシュマロ6個
☕食物繊維たっぷり！きよまろ茶30包入り
セットで10名様に🎁

応募： @daitoppie をフォロー＆このツイートをRT
〆：2023年2月7…",0,2022,2544825360,ikishichiniii,hohlly,男性,4040,518,2014-06-04_09:59:47,False,http://pbs.twimg.com/profile_images/1344629341913661441/dVgWMWKJ_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620991034137399297,2023-02-02_12:42:33,マルマロっていうのかアイツ...　マシュマロかと思ってたから...,0,0,498583753,andoropohu_bot,アンドロポフ,「ブルードラゴン」に登場する セルゲイ・アンドロポフ の botです。　非公式ツイートします。何かあったらDMでお願いします。　フォロー等も全て自動ですのでご安心ください。,305,134,2012-02-21_15:22:48,False,http://pbs.twimg.com/profile_images/1905674499/1290692202898s_normal.jpg,http://abs.twimg.com/images/themes/theme18/bg.gif,
1620990957989810176,2023-02-02_12:42:15,"マシュマロを読むのが日課になってて
来ないのはそれはそれで寂しいなの気持ちになってるw",14,0,1610645839491526656,miu_tsuihai,みうみう👼🍀💖,バーチャル関西の癒し系風の妖精VTuberみうです🍀♡本垢@miu_VTuber,99,103,2023-01-04_23:34:36,False,http://pbs.twimg.com/profile_images/1621343983451652096/0Jbg1MDx_normal.jpg,,
1620990951912259585,2023-02-02_12:42:14,"@enheektzw 私？なんだかわからないまま、皆さんのマシュマロ読んだらますますワケわからなくなった😱💦💦
今回東京で行われるってのが気になるよね😓",1,0,920108802619334656,p_zdd,コダマ,ENHYPEN オルペン、全ケミペン💕 ソウルコンからヒスンに沼りヒスンペン過多❣️ENGENEも大好きENGENEペン❣️大人ENGENEの上を行く大人ENGENEではあるけれど、たくさんのENGENEさんと交流する事で元気をもらってます。推し活は健康に良いぞ🌿🥰どうぞよろしくお願いします❣️,258,189,2017-10-17_11:06:48,False,http://pbs.twimg.com/profile_images/1618585661526904840/rtyo3H8N_normal.jpg,,
1620990940356956160,2023-02-02_12:42:11,"RT @96tsuki_hakubi: 【定期固定】

🦊狐憑きの病弱系Vtuber
黒月　箔緋（くろつき はくび）

☾YouTube
https://t.co/DrZHvn5MDg
☾マシュマロ
https://t.co/QKn5bLUoel
☾ディスコ鯖
https://…",0,16,1539825427682070528,mAo_Tan_TV,まおたんたん@真唱まお🐶👓 V準備中,#主黙れ / #まおたんはかまってほしい / 🐶👓#VALORANT #APEX / ﾏﾏ👉@ushinobero / ﾊﾟﾊﾟ👉 @suzuame329 / 動画編集👉@Twitch_mars /Youtube👉 https://t.co/zJEjfHMF0i,671,762,2022-06-23_13:19:34,False,http://pbs.twimg.com/profile_images/1608561746117296128/Fd40M0Oa_normal.jpg,,https://t.co/Yf2jM01g6L
1620990847138537472,2023-02-02_12:41:49,"RT @LilKansai_info: 📺️テレビ 2/1更新分
◎民謡魂 ふるさとの唄(❤️嶋﨑斗亜💜大西風雅💚當間琉巧)

【放送日時】
　3/12(日) 13:55～14:39
【放送局】
　NHK総合
　※ローカルかどうかは現時点不明

※マシュマロありがとうございまし…",0,65,1570269374073962497,toatoa_0383lil,こ えり,関西初心者 9.14,37,12,2022-09-15_13:33:14,False,http://pbs.twimg.com/profile_images/1571499465902788608/RW2E5dST_normal.jpg,,
1620990846861725696,2023-02-02_12:41:49,RT @ryo_R_404: マシュマロの舞 https://t.co/z4lZu89dpT,0,760,2346235975,chay_tea512,ケセランパサラン,喉侵食され中,508,104,2014-02-16_13:30:35,False,http://pbs.twimg.com/profile_images/1442768194507210756/3VF721hh_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620990828486463488,2023-02-02_12:41:44,ひそかくんがマシュマロ以外のものを食べようとしてるとビビるオタク,1,0,1349567663270334464,nimuact,にむ@ﾌﾙﾌﾞﾙ 東4ス39a,腐20↑二次創作と推し活のアカウント // えすり▷❄組🌹💤// 他ジャンル // フォロー15歳以上推奨！詳細https://t.co/VKeqKjPFgo,72,291,2021-01-14_13:03:10,False,http://pbs.twimg.com/profile_images/1614631921845428226/krcp_cWZ_normal.jpg,,https://t.co/GhDCKoY7un
1620990807095525378,2023-02-02_12:41:39,ジョンのマシュマロパーチー、お庭で雑誌を開いて俺もマシュマロ焼けばバンドトリオと一緒にマシュマロパーチーが出来ることに気がついてしまった,0,0,1530484571212763136,kimmmmo_i3,♪ららわ♪,ちょっと今悶えてるから‼️‼️‼️‼️‼️‼️,3,0,2022-05-28_18:42:37,False,http://pbs.twimg.com/profile_images/1536003140008673280/ysz6Rfps_normal.jpg,,
1620990743996420096,2023-02-02_12:41:24,"RT @Setoka_716: 【🐈自己紹介🎀】
初めまして！瀬戸夏しきです！ねこかもしれないしねこじゃないかもしれません…🤔ゲームを中心に活動していくのでよろしくお願いします🙇✨

🐈YouTube→https://t.co/43iXWGHDMS
🎀マシュマロ→https:/…",0,62,1078321472811094016,coolzikkyou,蒼雷クウル🆒,まぁいど！クウルと↑いいまぁぁぁす！ ↓化けタヌキ系ぶいつーばー！仲間を増やすぞ！母上はこちら@flowery_moon くうるの住処はここ！↓,1335,1138,2018-12-28_01:07:28,False,http://pbs.twimg.com/profile_images/1517824311658131456/zivabSMw_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/vX9tp8RafX
1620990721036783616,2023-02-02_12:41:19,@tkon59182000 おはようございマシュマロ焼き🤤📶,1,0,778036895099949056,noesie0120,あずき,μ's→にこちゃん Aqours→ルビィちゃん 虹ヶ咲→璃奈ちゃん Liella!→ちぃちゃん 推しの女子ライバーです🎀エンカやイベントなどで、沢山の方と繋がれたらと思っています🫣💓猫も大好きです🐈🐾出会い目的の方は拒否します👻フォローなどお気軽にどうぞ🤟✨,1502,1784,2016-09-20_10:03:46,False,http://pbs.twimg.com/profile_images/1032738916795801600/ckuL77eZ_normal.jpg,,
1620990685276160001,2023-02-02_12:41:10,"RT @MH_Rise_JP: 狩猟の導き書サブレの担当です。

メル・ゼナの尻尾は三又の槍のごとくとても危険！だけど焼きマシュマロとかするのには便利そう。

#モンハンライズ https://t.co/d10dh0LcsV",0,1806,2814499926,akriamejuno,ゆの【ヴェルデ】,ヴェルデ(ユノ)です多分。フォロー非推奨・ミュート推奨です。のんびりFF14やったり絵を描いています。お別れはブロックで。 アイコンは七式さんから@7shiki_524,259,264,2014-09-17_17:44:16,False,http://pbs.twimg.com/profile_images/1512619131870531588/FuCOhJjw_normal.jpg,http://abs.twimg.com/images/themes/theme16/bg.gif,https://t.co/yA4r0CPJvo
1620990549552685057,2023-02-02_12:40:38,"マシュマロありがとうございます。
分かります...自担も世間的に見れば結婚して子供がいてもおかしくない年齢ですし、ドル誌で甥っ子姪っ子可愛がってるエピ見る度につらくなります。ちな自担の結婚は絶ｯｯｯｯｯ対無理です。キレ散らかして病み散らかして自担のグッズでキャンプファイヤーします https://t.co/WFKScGN4Z1",16,0,724476625610403840,miso_mojo,くそみそ,ジャニーズにしがみつく喪女ヲタク,73,1210,2016-04-25_14:54:22,False,http://pbs.twimg.com/profile_images/1104754621736673281/2_XDbxL1_normal.jpg,,https://t.co/ekm1jPgKmK
1620990454291640322,2023-02-02_12:40:15,"リクエストマシュマロ届いてます！
お待ちあれ〜",1,0,1039161424436588544,hiko_dream,彦,25↑の夢書き。ぶっちゃけアラサー。無言フォロー・RTごめんなさい。長い事審神者をやっていたのでこのアイコンですが、今はワンピが熱い。,221,43,2018-09-10_23:39:25,False,http://pbs.twimg.com/profile_images/1039695024282165248/_cERytta_normal.jpg,,https://t.co/9wfa5wW0we
1620990413493485568,2023-02-02_12:40:05,"RT @yuna__wan: 昨日マシュマロできてたデコうちわの名前の部分の作り方です🌟

もっと簡単に出来るアプリがあるかもしれないですが私はこのやり方で文字の縁を2つにしています🎶ibisPaint Xがあれば基本的に何でも出来るのでおすすめです💓 https://t.co…",0,120,1364059222569226242,_k0716_,さにゃん❤︎,,277,1,2021-02-23_12:48:21,False,http://pbs.twimg.com/profile_images/1618949131984322560/84wgy76P_normal.jpg,,
1620990393834782721,2023-02-02_12:40:01,"やっと300人記念の枠を立てました！！！！！！🥳🎉🎊

✨‼️2月5日19時から‼️✨

300にあやかって300分雑談します😊
話題が尽きるのが目に見えているので…

🙏🙏\\\マシュマロを超募集中///🙏🙏
https://t.co/MmjIrVSkUS

来た質問は(だいたい)全部答えます💪
当日も祝いに来てくださいな！！ https://t.co/u5YSo44ocP",3,2,1345245774418903040,santouka_totoka,三橙華トトカ＠Vtuber,"三橙華（さんとうか）トトカです！男を磨くため日々特訓中！
最近は麻雀とかR6Sとかスプラとかしてる！
【イラスト】ココノト様
【タグ】#となりのトトカ
【マシュマロ】https://t.co/efetx08ADi
【切り抜きまとめ】https://t.co/HQLvt1p5kY…",378,380,2021-01-02_14:49:31,False,http://pbs.twimg.com/profile_images/1591790004237438982/dHST6a4K_normal.jpg,,https://t.co/vaWaB43bbb
1621302903263854592,2023-02-03_09:21:49,"なにこのタグ？トレンド？
と思ったら、、、

それでめっっっちゃフォロワーさん減ってたのか、、、

(私は解除とかしてません)

連携アプリの影響みたい。
アプリ連携されてるみなさまごちゅういください(もう読めないかな)

#全員凍結
#凍結祭り",866,206,294377582,Megumi_Ogata,緒方恵美@30周年補完計画進行中🔥,声を使う仕事を中心によろずエンタメ屋。宣伝アカウントです。オガタ入門は映像も音楽も常に「最新作」気に入ったら遡ってね。★事務所 https://t.co/RMTWRLi88E★Instagram https://t.co/3iXZB6xSoS,501,443561,2011-05-07_10:38:32,False,http://pbs.twimg.com/profile_images/474834931869163520/Jw8IcGNW_normal.jpeg,http://abs.twimg.com/images/themes/theme9/bg.gif,https://t.co/eIFx0OenpZ
1620804140564901891,2023-02-02_00:19:54,もうすぐフォロワーさん40万人なので、布教してもらえたら嬉しいです🖤 https://t.co/HXvUUsRs0O,2384,327,154889665,shizuku_chun,穂南しずく🐙🌊 コミケ新作FGO写真集通販❤︎,原神/FGO/tights好きなCosplayer🐻 通販☞ https://t.co/bjdDUO1v6L 無断転載・ AI化NG× 日常(@shizuku_o8o ),1013,399196,2010-06-12_23:01:02,False,http://pbs.twimg.com/profile_images/1304513445526556672/zZ5T17Qg_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/hyRiQjdQ6f
1621109721108475904,2023-02-02_20:34:10,"旅する喫茶のメニューを1冊に込めたレシピ本が本日ついに発売です。様々なカレーやデザート、喫茶メニューを50レシピ以上を収録しました。

「泊まれる喫茶店」という新店舗への挑戦の前にこうして出版できる事に身が引き締まると共にいつも応援してくれているフォロワーさんにとても感謝しています。 https://t.co/vBTXEJT6J6",1522,197,221027334,tsunekawa_,クリームソーダ職人/旅する喫茶,夢は理想の喫茶店を開くこと #旅する喫茶 という活動をしてます。クリームソーダ職人でファッションデザイナー(@HiroyaTsunekawa)/#旅するクリームソーダ と #休日喫茶部/本は3冊出版。レシピ本「空色の喫茶店Recipe」ご依頼ありましたらDMまたはhttps://t.co/Ns1sYzHHEIへ,1255,183878,2010-11-29_23:54:13,False,http://pbs.twimg.com/profile_images/1581628615942631425/VGX3JbBu_normal.jpg,http://abs.twimg.com/images/themes/theme9/bg.gif,https://t.co/canlLfCoRZ
1621369267206893572,2023-02-03_13:45:31,"RT @vivitan02: \☆休日にDM光らせ隊☆/
スタバ🎫🎁
2月5日朝10時〆
フォロワーさん限定❤️
RTのみ🙆‍♀️🎵
🌟引用でWチャンス🤟フード🎫

当選者様には5日の日曜日中にDMお送りします💌✨
お気軽にどうぞ🤗❣️

今日からのスタバ新作オペラ🍫
誕生日🎁…",0,4,1325020151050240000,5_hdol,おれんじ,懸賞垢ʕ•̫͡•医療系大学生です💊奨学金がっつり借りながら頑張ってます！😌食べ物、コスメ、服、スポーツ、ドラマ、音楽、、、幅広く何でも好きです！人見知り発揮しがちですが声かけてください〜🥰 #おれんじ当選報告🍊,5002,2684,2020-11-07_19:20:12,False,http://pbs.twimg.com/profile_images/1325295727593992192/orNFv97__normal.jpg,,https://t.co/xRMlcIpJ8Y
1621369266879729666,2023-02-03_13:45:31,"@gttrhk__ 初めまして、こんにちは。
お声かけありがとうございます。
大変申し訳ございません。
先にフォロワー様よりお声かけいただきました為ピーターさんの交換は難しくなりました。
その為ご希望に添えず申し訳ございません。
またご縁がございましたらよろしくお願い致します。",0,0,1601111073855537153,zyo_0801,ジョー,お取引垢。 成人済み。基本手渡し。神奈川県近辺で手渡し可。都合合えば都内手渡し可能。お取引がない時は🔑を掛けます。 注意喚起出ている方、同担拒否の方(過去にトラブルが遭った為お取引はお断りしています)、ダラダラお取引する方、2日間以内にご連絡していただけない方とはお取引きはお断りしております。よろしくお願いします。,71,70,2022-12-09_16:06:59,False,http://pbs.twimg.com/profile_images/1614609848569835522/lYYJI27t_normal.jpg,,
1621369265852141568,2023-02-03_13:45:31,"RT @ChiaEiru: 👇🏻🥲朝投稿する予定だった

鬼は外!!╰( ᐐ)╮=͟͟͞͞ ◦⚬°｡ﾟ｡

鬼以外はこっち👇🏻
𝙔𝙤𝙪𝙩𝙪𝙗𝙚https://t.co/SJBd3UXqjd

ロック解除されたけど、3000人まであと少しだったのに300人くらいフォロワーさん減っ…",0,12,1534512954603094017,harururu0113,はるなのっ🕰🌙🤍୨୧🐱🈲💤🌧🍜🐾🌸💎🐾🍳📣⭐️🐈‍⬛⚡️🐈⚡️,NANOHOLIC Re.αLIVE SVS 箱推し/ドラム/VTuberにハマり中/アイコンゔんちゃん/🐳🤍🍀🌪👑🌸 ❄🎨 🪷🗡 🕊🥀°ʚ💓ɞ°🥽🌱📖🌸 💟🖤🚢🎐👼🩺🌸😈🦷💘🎀🌷🥞☀️🎮໒꒱🐰🍄 🍫🎨 💭💧🐁⚜🍭🍀🫧 🦖🔥🐼🍫,778,398,2022-06-08_21:31:02,False,http://pbs.twimg.com/profile_images/1568973099881869315/exnwzL8n_normal.jpg,,
1621369263130021889,2023-02-03_13:45:30,本垢のフォロワーさん起きたらごっそり減ってて泣いた,0,0,1230477020829630466,gogatu__,五月,雑多垢,32,12,2020-02-20_21:59:27,False,http://pbs.twimg.com/profile_images/1612296120298012678/uL6GtiZc_normal.png,,
1621369262840623104,2023-02-03_13:45:30,"RT @hkotakota: フォロワーさん2400名様。。。。
緊張して、もう適当なことは呟けない。。。",0,6,1296046926597484546,4kima1tuyr,きま,🐰木全よりの箱🐰 / えなぷ箱 @4kima1tuyr じゃむフォロバするよ✌🏻(ヨジャ興味ないです),1713,1695,2020-08-19_20:31:07,False,http://pbs.twimg.com/profile_images/1604129973060730881/_5bO_i7l_normal.png,,https://t.co/bfxlnO2wAS
1621369260814794752,2023-02-03_13:45:30,"RT @pompom3373: 本垢【@Aporo_pom】凍結されたので、古の垢にいます。
一応異議申し立てしてますけど、戻るか分からないので、こっちメインでいきます😭フォロワーさん探しの旅したいので、拡散してくださったら嬉しいです、、すみません、、、 https://t.c…",0,29,1498859464988172288,___p_q___s,𓆩 𓆪,ぬいと絵｜🌊左固定｜攻め厨｜ﾘﾄﾘﾝhttps://t.co/LEeKg4n4xR,57,1842,2022-03-02_12:15:38,False,http://pbs.twimg.com/profile_images/1614403479413616640/GGpsUDog_normal.jpg,,https://t.co/IvhIA6d3K1
1621369260605075456,2023-02-03_13:45:29,そうか!!!だからフォロワーさん減ってたのか!!!,0,0,1475745271896481796,VM_ureiP,𝐄𝐆𝐓𝐳*𝟏𝟔,"にゃんこ大戦争＆ボカロ初心者です。𝙐𝙍4300🔰
以前よりツイート少なめでやっていきます。
DTMerになりたい。フォロバは大体します( ˙▿˙　)",1954,738,2021-12-28_17:27:58,False,http://pbs.twimg.com/profile_images/1618260446687154179/GvIfwbJz_normal.jpg,,
1621369260600872960,2023-02-03_13:45:29,"RT @Syumarumaru_629: 皆さんこんにちは、私です。
今日噂によると、Twitterの凍結祭りで色フォロワーさんが気付かない内に凍結されてたみたいですね。ｺﾜｲ…
原因を調べてみた所、結構身近な物が多くて戦慄しました…
ハッシュタグ３つ以上❌はキツくないですか！…",0,20345,869154628134359040,syusiiauau,シュープリン(シュークリームでも可),"ハーメルンにて「仮面ライダーレンゲル☆まどか」を連載してる人。
主にゆゆゆとサマポケと9-nine−の話を9割、その他(ニチアサ/リゼロ/マギレコ/とあるシリーズ…etc.)1割で呟きます。
アニメ好きと繋がりたい！それだけが私の望みです。",449,669,2017-05-29_20:33:06,False,http://pbs.twimg.com/profile_images/1479116322462380033/2FhaEwiT_normal.jpg,,
1621369259795554304,2023-02-03_13:45:29,"@tekitoh_chan 俺は今の所使う気にはならんから、良いんだけどねw

フォロワーさんが半分くらい移行したら考えるかな？",0,0,2836424809,GtrMarichan,よったか@しばらく低浮上👠,"パチスロ、パチンコも好きです。柊くゆる、亀山遙、aizの２人、友月あかり、ばたー☆めろん、–鬼女羅–、元バリ缶のメンバーも応援してます！


知ってる人しかフォローしません！
知らない人はブロックします。
アイコンは不明菜乃花さん作！",452,247,2014-10-01_17:09:20,False,http://pbs.twimg.com/profile_images/1434435728277053447/_Xihxke1_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369259313238016,2023-02-03_13:45:29,これからはべった〜中心かも！！ふせったは使い方（閲覧の仕方）次第…かなぁ…ツイに載せれるからフォロワーさんに見せたい話あったらすぐ流せたんだけど…,0,0,882454393139806209,t_yu011,‼️‼️探し物しろ‼️‼️,ゆるです。成人済。趣味垢。絵。ひっそり生きてる。プ口フなし等B対象。興味無くなったら解除でお願いします。私のメディア欄にあるイラストや写真の無断転載・無断使用は禁止です。All rights reserved.※何かあったらご連絡ください※日本語のみ対応可能です。japanese only.,498,437,2017-07-05_13:21:37,False,http://pbs.twimg.com/profile_images/1614999476959313923/t-FjgQiT_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369257782300672,2023-02-03_13:45:29,"これ1日どころか3時間くらいで3食食べて爆食いしすぎた😇
寒い中薄暗い怪しい住宅地歩いたのも店員さんと話せたのもお腹パンパンすぎて帰路につくまでファスナー全開だったのも楽しかった〜！
ステッカーの事教えてくれたフォロワーさんありがとう〜🌈❤☺️🙏
#シャンゴ
#パンケーキ
#ラビッシュ",0,0,1509855921048289280,jwest7_akitomo,Mika:),"パパジャニで転がり落ち2022.FC⠀                      🧡💚濃いめ30↑関東ジャス民🌈              
2022.8/11飛べ関西から東京ドーム初参戦
2022.12/12.幽霊はここにいる2023.01/23.ザ・ビューティフル·ゲーム",147,42,2022-04-01_20:31:42,False,http://pbs.twimg.com/profile_images/1573682430137212928/UBnaTwah_normal.jpg,,
1621369257723580416,2023-02-03_13:45:29,@arijigoku11 アカウント凍結しても復活できるとか楽観的に考えてたのに、フォロワーさんが凍結されていくの目の当たりにして思ってたよりダメージでかいなぁって痛感してます,0,0,1521149765836283904,ohagisan_deep,おはぎさん,"深層組のノラ組かつ寧々丸教入信済み
追い切れてませんが気持ちは深層箱推し！
深層組関係のフォロー大歓迎です！
深層組以外では個人勢の奈々瀬ひかげを応援しております。
ひかげメイト様フォロー歓迎です。
深層組推し：⚰　🦋⛩️
個人勢推し：📼🌟",296,269,2022-05-03_00:29:06,False,http://pbs.twimg.com/profile_images/1546729673782337536/7cEgfyZI_normal.png,,
1620804135615614976,2023-02-02_00:19:53,"@tkb_riho 本当にボケたいんですね🤣

私は、たまぁにフォロワーさんのツイートにじぃさん表記が「Ｇさん」と表記されている時につい反応してしまい、そこから私イジりに発展する時があります🤣🤣",0,0,615138074,g_KEN0428,Ｇ@国民民主党新米党員🔰,#たまきチャンネル をきっかけに #国民民主党 の支持者になりました。／2022年7月12日から国民民主党党員なります。／趣味で合唱やってます／モヤさま大好き／エロ垢や投資関係はとことんブロックします／所得制限撤廃・子育て支援の拡充を,657,514,2012-06-22_21:51:41,False,http://pbs.twimg.com/profile_images/1572235205523701765/NmPsLkXb_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1620804130406289409,2023-02-02_00:19:52,"RT @NekoooFF159: ㊗️オペラオムニア6周年〜‼️🥳🥳🥳
オペオムのおかげで大好きだった彼らとまた出会えて冒険出来て夢の続きが見れた。そして素敵なフォロワーさん達とも繋がることができた。本当にありがとう。
「ボクたちの旅」はまだまだ続く🥰
#オペオム6周年 htt…",0,770,1211800203117776896,kani12twid,かに,,29,3,2019-12-31_09:04:28,False,http://pbs.twimg.com/profile_images/1588343070470582272/cYDFaZnN_normal.jpg,,
1620804116263096321,2023-02-02_00:19:49,"RT @omu_umaiwane: 700↑フォロワーさん達成です！
ありがとうございます！
これからも精一杯楽しんでお絵かきしたいと思っております！ほんとにありがとうございます！
#イラスト #絵描きさんと繋がりたい #絵描きさんフォロバ100 https://t.co/Xf…",0,9,2905288796,Kuman_0101,Kuman@SG(𝕤𝕠𝕔𝕚𝕒𝕝𝔤𝔞𝔪𝔢)垢,#ジョジョSS💖／#デュエルリンクス／ #パズドラ／ #モンストコラボ／#クロスデュエル／#ポンボール／#マスターデュエル／#Hearthstone／ #スピラン／etc…/アイコンはやきさん✨/🍀本垢🍀→@Kuman_1101←プロフはこっちも見てチョ(*´╰╯`๓)💕#ジョジョSSありがとう💖,398,428,2014-11-21_00:39:26,False,http://pbs.twimg.com/profile_images/1262316594736160769/btdORsir_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620804116095340545,2023-02-02_00:19:49,フォロワーさんの中にお医者様はいらっしゃいませんか https://t.co/2QiKrpsIrB,0,0,1364370010668290049,hold_happy,略されてみや。,♂/28/176cm/低音の無駄遣い/spoon用//DM〇通話△,60,172,2021-02-24_09:22:22,False,http://pbs.twimg.com/profile_images/1613949679770955776/6lH48kEI_normal.jpg,,
1620804111443849216,2023-02-02_00:19:47,"@1224Chimu にくにく活動🐖＋🔥＝🍖の
メニューが凄いね‼️✨👏

近くにチョコザップないから羨ましい💦

フォロワーさん47000人達成おめでとう㊗️ https://t.co/GQQubk7cvo",1,0,875380808915091456,aki20160113,あっきー🐈🥺@Teamちむぽむ,#生田ちむ さん（@1224Chimu) 「唯一無二」の存在＆生涯単推し/ #Teamちむぽむ/Owltech Lady2022 推し/ 一期一会,323,243,2017-06-16_00:53:43,False,http://pbs.twimg.com/profile_images/1257205615832608769/WTVbNeBJ_normal.jpg,,
1620804105295007744,2023-02-02_00:19:46,フォロワーみんな🔔さんにおちて写真集RTしてる様子をコーラ飲みながら見てる,5,3,1236491432027811840,suruga0203,するが,NMZ！NMZ！,937,885,2020-03-08_12:18:41,False,http://pbs.twimg.com/profile_images/1621179168322129921/WVfj9aIY_normal.jpg,,https://t.co/wMbkI7KAeK
1620804098995163138,2023-02-02_00:19:44,私のフォロワーさんに同じことをやってる方あんまいらっしゃらないと思うんだけどいつでも施しを受けたい心持ちなので少しでもピンとくることがあったら気軽に教えてくださいませ……という書き置き…,0,0,4636529600,kiuxiyuee,喜 xi,喜雨(kiu/xiyu) ✨multifandom✨ 🎮lover ｜FA doodle ◇ pls don't repost without credit,458,932,2015-12-23_18:49:33,False,http://pbs.twimg.com/profile_images/1591958052521054209/2rRCUODd_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/GRfEKWitBs
1620804091063717890,2023-02-02_00:19:43,特定のフォロワーさんだけリプ見れないってなんなんなん？,1,0,1433318888108793859,buriburiHAIR,bko,SAS応援団🗽#サザンオールスターズ🐅🐅🐅🐅🐅🐅,428,527,2021-09-02_15:40:46,False,http://pbs.twimg.com/profile_images/1496613974800211970/QgFi-P6U_normal.jpg,,
1620804065042243585,2023-02-02_00:19:36,"なぜ僕は、大して何も考えず気楽な心でスペリオルストライクフリーダムドラゴンを軽く全塗装しようなんて思ったのだろう

フォロワーさんの中にタイムマシンをお持ちの方はおられませんか？貸してください。過去の自分を止めに行きます https://t.co/M6SyesbwMr",14,0,2565475411,heikayuuji,heikayuuji,アマチュアフォトグラファーやってます。 デジタルがメインですが、フィルムも大好き。 一応、雑誌やWebでフォトコン入選多数。 2016年10月、最愛の妻と死別。現在、ダウン症の息子と二人三脚。,4974,7455,2014-06-14_00:07:10,False,http://pbs.twimg.com/profile_images/477468167329955843/xpUcxGtC_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620804063616188418,2023-02-02_00:19:36,"風船上がりました😋
ブロスタホントにやらなくなりましたがフォロワーさん今年も仲良くしてください🥹
いい1年にします！(*^^*) https://t.co/u0uc6h1nZL",51,2,1403898812477759494,0202Kohe,♆Pluto｜Awe❦Neo☃️,🏆56K✨ 🔴30🤝〖@Pnwd5d9jdVTNbRu〗🥰〖@panna0307〗💍〖@oRoshiNnnnnn〗🤪〖@himaosarup〗ドッカン垢→@N_pecopeco0202,950,1431,2021-06-13_11:16:13,False,http://pbs.twimg.com/profile_images/1613564131923357697/03HAq1Kx_normal.jpg,,
1620804052547403776,2023-02-02_00:19:33,"RT @yukiguni_1005: •*¨*•.¸¸♪♪.•*¨*•.¸¸♬.•*¨*•.¸¸
　㊗9⃣6⃣0️⃣0️⃣人達成🎉
　ありがとうございます😊
•*¨*•.¸¸♪♪.•*¨*•.¸¸♬.•*¨*•.¸¸

皆さまのお陰で達成出来ました😄

引き続き
フォロワーさん…",0,199,1619830004543791106,Kathele84479055,佐藤ゆきこ💯,優しい人がいいです！よろしくお願いします☆彡.。,8,135,2023-01-30_07:49:06,False,http://pbs.twimg.com/profile_images/1620803334478393344/bjBNSPsW_normal.jpg,,
1620804050953601025,2023-02-02_00:19:33,"RT @LPOS09167948: キリ番9900でした。フォロワーさん、ありがとうございます‼️
フォロワーさん1万人まであと少し。
よろしくお願いします。

#キャンプ　#ラーメン　#ピザ などなど、共通の話題がある方と繋がっていきたいです。
💯フォロバさせて頂きます👍…",0,21,1527937078243512320,sake_meal,glue フォロバ💯,相互フォロー✨ 料理とお酒とNFTが好きです。料理は作るのも食べるのも好き！金融問題のあれこれに興味あります。固定ツイRTでフォロバ100% #NFT #FB100,3676,3608,2022-05-21_17:59:39,False,http://pbs.twimg.com/profile_images/1608323387650355200/L-QygXon_normal.jpg,,
